ATTm591131                accountNameHistory 
ATTj131287                dXAPrevReplicationSensitivity 
ATTj131467                dXAPrevTemplateOptions 
ATTj131289                dXAPrevTypes 
ATTm131456                dXARecipientCP 
ATTb131184                dXARemoteClient 
ATTf131173                dXAReqSeq 
ATTl131186                dXAReqSeqTime 
ATTj131254                dXAReqSeqUSN 
ATTm131518                dXAReqName 
ATTf131432                dXASvrSeq 
ATTl131433                dXASvrSeqTime 
ATTj131196                dXASvrSeqUSN 
ATTj131430                dXATemplateOptions 
ATTl131437                dXATemplateTimeStamp 
ATTj131191                dXATypes 
ATTb131253                dXAUnConfContainerList 
ATTe1499015929            msExchEDBFile 
ATTi1499015935            msExchEDBOffline 
ATTi131639                enableCompatibility 
ATTm131551                enabledAuthorizationPackages 
ATTi131587                enabledProtocolCfg 
ATTj131520                encapsulationMethod 
ATTi131308                encrypt 
ATTf131202                encryptAlgListNA 
ATTf131471                encryptAlgListOther 
ATTf131473                encryptAlgSelectedNA 
ATTf131469                encryptAlgSelectedOther 
ATTj1499015930            msExchESEParamCacheSize 
ATTj1499015931            msExchESEParamCacheSizeMax 
ATTj1499015933            msExchESEParamCircularLog 
ATTe1499015936            msExchESEParamEventSource 
ATTj1499015937            msExchESEParamLogBuffers 
ATTj1499015938            msExchESEParamLogCheckpointPeriod 
ATTe1499015939            msExchESEParamLogFilePath 
ATTj1499015940            msExchESEParamLogFileSize 
ATTj1499015941            msExchESEParamLogWaitingUserMax 
ATTj1499015942            msExchESEParamMaxOpenTables 
ATTj1499015943            msExchESEParamMaxSessions 
ATTj1499015945            msExchESEParamMaxVerPages 
ATTj1499015946            msExchESEParamPreferredMaxOpenTables 
ATTj1499015947            msExchESEParamPreferredVerPages 
ATTe1499015950            msExchESEParamSystemPath 
ATTe1499015951            msExchESEParamTempPath 
ATTj1499015944            msExchESEParamWaitLogFlush 
ATTj1499015954            msExchESEParamZeroDatabaseDuringBackup 
ATTi131273                expandDLsLocally 
ATTb131183                exportContainers 
ATTi131379                exportCustomRecipients 
ATTi1499005932            msExchExportDLs 
ATTk131250                fileVersion 
ATTi131116                filterLocalAddresses 
ATTi1499015981            msExchFirstInstance 
ATTf131109                gatewayLocalCred 
ATTf131101                gatewayLocalDesig 
ATTm131374                gatewayProxy 
ATTk131239                gatewayRoutingTree 
ATTj1499013931            msExchGracePeriodAfter 
ATTj1499013930            msExchGracePeriodPrior 
ATTl131332                gWARTLastModified 
ATTb1499015972            msExchHomePublicMDB 
ATTm131588                hTTPPubABAttributes 
ATTi131574                hTTPPubGAL 
ATTj131575                hTTPPubGALLimit 
ATTk131577                hTTPPubPF 
ATTm131589                hTTPServers 
ATTi1499015957            msExchIFSPrivateEnabled 
ATTe1499015961            msExchIFSPrivateName 
ATTi1499015978            msExchIFSPublicEnabled 
ATTe1499015979            msExchIFSPublicName 
ATTm1499011944            msExchIMDBLogPath 
ATTm1499011943            msExchIMDBPath 
ATTi1499011953            msExchIMServerHostsUsers 
ATTj1499011951            msExchIMServerIISId 
ATTm1499011952            msExchIMServerName 
ATTb131182                importContainer 
ATTj1499006943            msExchIncomingConnectionTimeout 
ATTj131563                incomingMsgSizeLimit 
ATTb131615                iNSAdmin 
ATTm788956003             msExchInstallPath 
ATTm1499013947            msExchInternetName 
ATTj1499009978            msExchIPAddress 
ATTk1499006941            msExchIPSecurity 
ATTk131309                kCCStatus 
ATTj131624                lDAPSearchCfg 
ATTj131521                lineWrap 
ATTi1499013939            msExchListPublic 
ATTi131664                listPublicFolders 
ATTi131111                localInitialTurn 
ATTm1499013945            msExchLocalName 
ATTj788956001             msExchLocales 
ATTm131264                logFilename 
ATTj131420                logRolloverInterval 
ATTj1499006933            msExchLogType 
ATTj1499019930            msExchLogonMethod 
ATTj1499013941            msExchMaxConnections 
ATTj1499006932            msExchMaxIncomingConnections 
ATTj1499015969            msExchMaxPoolThreads 
ATTj1499015955            msExchMaxStorageGroups 
ATTj1499015956            msExchMaxStoresPerGroup 
ATTj1499015970            msExchMaxThreads 
ATTk131530                maximumObjectID 
ATTj1499014942            msExchMaximumRecurringInstances 
ATTj1499014943            msExchMaximumRecurringInstancesMonths 
ATTj131144                mDBBackoffInterval 
ATTj131136                mDBMsgTimeOutPeriod 
ATTj131141                mDBUnreadLimit 
ATTj131172                messageSizeLimit 
ATTj788955985             msExchMessageTrackLogFilter 
ATTi131525                messageTrackingEnabled 
ATTk1499005478            msExchMimeTypes 
ATTj1499015971            msExchMinimumThreads 
ATTi788956006             msExchMixedMode 
ATTi131235                monitorClock 
ATTi131228                monitorServers 
ATTi131232                monitorServices 
ATTb131270                monitoredConfigurations 
ATTb131251                monitoredServers 
ATTm131271                monitoredServices 
ATTj131230                monitoringAlertDelay 
ATTj131129                monitoringAlertUnits 
ATTj131522                monitoringAvailabilityStyle 
ATTk131272                monitoringAvailabilityWindow 
ATTb131268                monitoringCachedViaMail 
ATTb131269                monitoringCachedViaRPC 
ATTk131260                monitoringEscalationProcedure 
ATTj131258                monitoringHotsitePollInterval 
ATTj131159                monitoringHotsitePollUnits 
ATTj131267                monitoringMailUpdateInterval 
ATTj131165                monitoringMailUpdateUnits 
ATTj131259                monitoringNormalPollInterval 
ATTj131160                monitoringNormalPollUnits 
ATTb131231                monitoringRecipients 
ATTb131459                monitoringRecipientsNDR 
ATTj131164                monitoringRPCUpdateInterval 
ATTj131161                monitoringRPCUpdateUnits 
ATTj131229                monitoringWarningDelay 
ATTj131128                monitoringWarningUnits 
ATTf131342                mTALocalCred 
ATTf131343                mTALocalDesig 
ATTk131354                nAddress 
ATTj131294                nAddressType 
ATTm1499005942            msExchNotesConnectorMailbox 
ATTm1499005950            msExchNotesExcludeGroups 
ATTi1499005949            msExchNotesExportGroups 
ATTm1499005940            msExchNotesForeignDomain 
ATTm1499005943            msExchNotesLetterhead 
ATTm1499005945            msExchNotesNotesINI 
ATTm1499005944            msExchNotesNotesLinks 
ATTm1499005939            msExchNotesNotesServer 
ATTm1499005951            msExchNotesRoutableDomains 
ATTm1499005941            msExchNotesRtrMailbox 
ATTm1499005948            msExchNotesSourceBooks 
ATTm1499005946            msExchNotesTargetBook 
ATTm1499005947            msExchNotesTargetBooks 
ATTm1499006937            msExchNTAuthenticationProviders 
ATTj131220                numOfOpenRetries 
ATTj131206                numOfTransferRetries 
ATTi1499004995            msExchOABDefault 
ATTk1499004996            msExchOABFolder 
ATTb131617                objViewContainers 
ATTb131463                offLineABContainers 
ATTk131461                offLineABSchedule 
ATTb131464                offLineABServer 
ATTj131462                offLineABStyle 
ATTj131215                openRetryInterval 
ATTj131562                outgoingMsgSizeLimit 
ATTj1499015983            msExchOverallAgeLimit 
ATTb1499015958            msExchOwningOrg 
ATTb1499015932            msExchOwningServer 
ATTk131357                pSelector 
ATTk131124                pSelectorInbound 
ATTj1499005935            msExchPartnerCP 
ATTj1499005934            msExchPartnerLanguage 
ATTb131147                pFContacts 
ATTi788955991             msExchPolicyDefault 
ATTi788955992             msExchPolicyLockDown 
ATTj1499004986            msExchPollInterval 
ATTj131599                portNumber 
ATTi131628                preserveInternetContent 
ATTf131296                pRMD 
ATTk788955997             msExchProxyGenServer 
ATTm131400                proxyGeneratorDLL 
ATTm1499013946            msExchProxyName 
ATTb1499015982            msExchQueuingMDB 
ATTk131170                quotaNotificationSchedule 
ATTj131460                quotaNotificationStyle 
ATTm131387                rASCallbackNumber 
ATTm131386                rASPhoneNumber 
ATTm131385                rASPhonebookEntryName 
ATTe131150                rASRemoteSRVRName 
ATTi1499015974            msExchRecovery 
ATTm131582                referralList 
ATTj1499015975            msExchReplicationMsgSize 
ATTk1499015976            msExchReplicationSchedule 
ATTj1499015977            msExchReplicationStyle 
ATTj131245                reqSeq 
ATTi131632                requireSSL 
ATTi131666                returnExactMsgSize 
ATTb131418                ridServer 
ATTb788956004             msExchRoleIncludes 
ATTk788956005             msExchRoleLocalizedNames 
ATTk788956002             msExchRoleRights 
ATTk131596                rootNewsgroupsFolderID 
ATTj1499017445            msExchRoutingAcceptMessageType 
ATTj1499017457            msExchRoutingDisallowPriority 
ATTi1499017447            msExchRoutingDisplaySenderEnabled 
ATTi1499017456            msExchRoutingEnabled 
ATTe131426                routingList 
ATTb1499017433            msExchRoutingMasterDN 
ATTk1499017448            msExchRoutingOversizedSchedule 
ATTj1499017449            msExchRoutingOversizedStyle 
ATTk1499017454            msExchRoutingTriggeredSchedule 
ATTj1499017453            msExchRoutingTriggeredStyle 
ATTj131224                rTSCheckpointSize 
ATTj131223                rTSRecoveryTimeout 
ATTj131225                rTSWindowSize 
ATTb131257                runsOn 
ATTm1499006936            msExchSaslLogonDomain 
ATTm1499013942            msExchScopeMask 
ATTk131661                securityPolicy 
ATTi131638                sendEMailMessage 
ATTi131564                sendTNEF 
ATTi1499006935            msExchServerAutoStart 
ATTj1499019934            msExchServerRole 
ATTj131233                serviceActionFirst 
ATTj131131                serviceActionOther 
ATTj131132                serviceActionSecond 
ATTj131234                serviceRestartDelay 
ATTm131130                serviceRestartMessage 
ATTj131226                sessionDisconnectTimer 
ATTk131528                siteFolderGUID 
ATTb131529                siteFolderServer 
ATTm131457                siteProxySpace 
ATTe1499015964            msExchSLVFile 
ATTm131640                sMIMEAlgListNA 
ATTm131641                sMIMEAlgListOther 
ATTm131642                sMIMEAlgSelectedNA 
ATTm131643                sMIMEAlgSelectedOther 
ATTm1499009975            msExchSmtpAuthorizedTRNAccounts 
ATTm1499009953            msExchSmtpBadMailDirectory 
ATTi1499009950            msExchSmtpDoMasquerade 
ATTm1499009961            msExchSmtpDomainString 
ATTm1499009960            msExchSmtpDropDirectory 
ATTm1499009964            msExchSmtpDsDataDirectory 
ATTm1499009965            msExchSmtpDsDefaultMailRoot 
ATTm1499009966            msExchSmtpDsDomain 
ATTj1499009977            msExchSmtpDsFlags 
ATTm1499009970            msExchSmtpDsHost 
ATTj1499009945            msExchSmtpDsPort 
ATTj1499009947            msExchSmtpEnableLdapRouting 
ATTj1499009946            msExchSmtpInboundCommandSupportOptions 
ATTm1499009972            msExchSmtpLdapAccount 
ATTm1499009968            msExchSmtpLdapBindType 
ATTm1499009971            msExchSmtpLdapNamingContext 
ATTm1499009973            msExchSmtpLdapPassword 
ATTm1499009969            msExchSmtpLdapSchemaType 
ATTj1499009939            msExchSmtpLocalQueueDelayNotification 
ATTj1499009938            msExchSmtpLocalQueueExpirationTimeout 
ATTm1499009954            msExchSmtpMasqueradeDomain 
ATTj1499009934            msExchSmtpMaxHopCount 
ATTj1499009935            msExchSmtpMaxMessageSize 
ATTj1499009943            msExchSmtpMaxOutboundMsgPerDomain 
ATTi1499009951            msExchSmtpMaxOutboundMsgPerDomainFlag 
ATTj1499009929            msExchSmtpMaxOutgoingConnections 
ATTj1499009931            msExchSmtpMaxOutgoingConnectionsPerDomain 
ATTj1499009937            msExchSmtpMaxRecipients 
ATTj1499009936            msExchSmtpMaxSessionSize 
ATTj1499009944            msExchSmtpOutboundSecurityFlag 
ATTm1499009963            msExchSmtpOutboundSecurityPassword 
ATTm1499009962            msExchSmtpOutboundSecurityUserName 
ATTj1499009930            msExchSmtpOutgoingConnectionTimeout 
ATTj1499009932            msExchSmtpOutgoingPort 
ATTj1499009933            msExchSmtpOutgoingSecurePort 
ATTi1499009949            msExchSmtpPerformReverseDnsLookup 
ATTm1499009958            msExchSmtpPickupDirectory 
ATTm1499009959            msExchSmtpQueueDirectory 
ATTi1499009948            msExchSmtpRelayForAuth 
ATTk1499009976            msExchSmtpRelayIpList 
ATTj1499009941            msExchSmtpRemoteQueueDelayNotification 
ATTj1499009940            msExchSmtpRemoteQueueExpirationTimeout 
ATTm1499009974            msExchSmtpRemoteQueueRetries 
ATTm1499009967            msExchSmtpRoutingTableType 
ATTm1499009956            msExchSmtpSendBadmailTo 
ATTm1499009955            msExchSmtpSendNDRTo 
ATTm1499009952            msExchSmtpSmartHost 
ATTj1499009942            msExchSmtpSmartHostType 
ATTe1499017437            msExchSourceBHAddress 
ATTl131458                spaceLastComputed 
ATTi131662                supportSMIMESignatures 
ATTk131355                tSelector 
ATTe131331                targetMTAs 
ATTj131401                tempAssocThreshold 
ATTe1499004993            msExchTemplateRDNs 
ATTj1499015934            msExchTrackDuplicates 
ATTm131419                trackingLogPathName 
ATTj131291                transRetryMins 
ATTj131292                transTimeoutMins 
ATTj131205                transferRetryInterval 
ATTj131208                transferTimeoutNonUrgent 
ATTj131209                transferTimeoutNormal 
ATTj131214                transferTimeoutUrgent 
ATTj131468                translationTableUsed 
ATTi131222                transportExpeditedData 
ATTj788956000             msExchTrkLogCleaningInterval 
ATTf1499009979            msExchTurfList 
ATTj131110                turnRequestThreshold 
ATTi131112                twoWayAlternateFacility 
ATTm1499019932            msExchUNCPassword 
ATTm1499019931            msExchUNCUsername 
ATTi131550                useSiteValues 
ATTf131556                usenetSiteName 
ATTj1499013944            msExchVisibilityMask 
ATTm1499019935            msExchWebAccessName 
ATTk131388                x25CallUserDataIncoming 
ATTk131389                x25CallUserDataOutgoing 
ATTk131390                x25FacilitiesDataIncoming 
ATTk131391                x25FacilitiesDataOutgoing 
ATTk131393                x25LeasedLinePort 
ATTi131444                x25LeasedOrSwitched 
ATTf131445                x25RemoteMTAPhone 
ATTk131171                x400AttachmentType 
ATTj131515                x400SelectorSyntax 
ATTm131580                x500RDN 
ATTj131156                xMITTimeoutNonUrgent 
ATTj131139                xMITTimeoutNormal 
ATTj131125                xMITTimeoutUrgent 
ATTj1499015984            msExchESEParamStartFlushThreshold 
ATTj1499015985            msExchESEParamStopFlushThreshold 
ATTi1499005007            msExchIsConfigCA 
ATTl788956007             msExchPolicyLastAppliedTime 
ATTj589965                versionNumber 
ATTi788956010             msExchAdminGroupsEnabled 
ATTj1499015987            msExchAgingKeepTime 
ATTf1499017460            msExchAlternateServer 
ATTb788956015             msExchAssociatedAG 
ATTk1499006135            msExchccMailConnectAsPassword 
ATTm1499006134            msExchccMailConnectAsUserid 
ATTk1499005967            msExchccMailPassword 
ATTj1499012974            msExchChatClassRestrictions 
ATTi1499012975            msExchChatClassScopeType 
ATTm1499012976            msExchChatExtensions 
ATTi1499015994            msExchCIAvailable 
ATTm1499015996            msExchCILocation 
ATTk1499015991            msExchCIRebuildSchedule 
ATTj1499015993            msExchCIRebuildStyle 
ATTk1499015990            msExchCIUpdateSchedule 
ATTj1499015992            msExchCIUpdateStyle 
ATTm788956036             msExchDataPath 
ATTm1499018930            msExchDiscussionFolder 
ATTj1499018929            msExchDS2MBOptions 
ATTi1499009981            msExchEncodeSMTPRelay 
ATTj1499016002            msExchESEParamAssertAction 
ATTj1499016003            msExchESEParamCacheSizeMin 
ATTj1499016009            msExchESEParamCheckpointDepthMax 
ATTj1499016005            msExchESEParamCommitDefault 
ATTj1499016006            msExchESEParamDbExtensionSize 
ATTi1499016001            msExchESEParamEnableIndexChecking 
ATTi1499016000            msExchESEParamEnableOnlineDefrag 
ATTi1499015997            msExchESEParamEnableSortedRetrieveColumns 
ATTj1499016010            msExchESEParamGlobalMinVerPages 
ATTj1499015999            msExchESEParamMaxCursors 
ATTj1499015998            msExchESEParamMaxTemporaryTables 
ATTj1499016008            msExchESEParamPageFragment 
ATTj1499016007            msExchESEParamPageTempDBMin 
ATTm1499006129            msExchGWiseAPIGatewayPath 
ATTj1499006133            msExchGWiseFilterType 
ATTm1499006132            msExchGWiseForeignDomain 
ATTk1499006131            msExchGWisePassword 
ATTm1499006130            msExchGWiseUserId 
ATTj1499011956            msExchIMFirewallType 
ATTk1499011962            msExchIMHostName 
ATTq1499011958            msExchIMIPRange 
ATTk1499011957            msExchIMProxy 
ATTb131143                inboundSites 
ATTk788956008             msExchInstalledComponents 
ATTm788956024             msExchLegacyAccount 
ATTm788956025             msExchLegacyDomain 
ATTm788956026             msExchLegacyPW 
ATTe131383                localBridgeHead 
ATTe131297                localBridgeHeadAddress 
ATTm788956016             msExchLocalDomains 
ATTj1499015988            msExchMailboxRetentionPeriod 
ATTk1499005957            msExchMaintenanceSchedule 
ATTj1499005958            msExchMaintenanceStyle 
ATTm788956013             msExchMandatoryAttributes 
ATTj1499016011            msExchMaxCachedViews 
ATTj1499013956            msExchMaxExtensionTime 
ATTj1499013955            msExchMaxParticipants 
ATTm788956030             msExchMonitoringDiskSpace 
ATTm788956029             msExchMonitoringMonitoredServices 
ATTj788956022             msExchMonitoringQueuePollingFrequency 
ATTj788956021             msExchMonitoringQueuePollingInterval 
ATTm788956031             msExchMonitoringResponses 
ATTm1191282257            msExchMTADatabasePath 
ATTi1499015995            msExchNoPFConnection 
ATTm788956027             msExchNonMIMECharacterSet 
ATTk1499005938            msExchNotesPassword 
ATTb131072                outboundSites 
ATTj788956011             msExchPolicyOrder 
ATTb788956012             msExchPolicyRoots 
ATTi1499005930            msExchPrevExportDLs 
ATTe131263                remoteBridgeHead 
ATTe131166                remoteBridgeHeadAddress 
ATTb131099                remoteSite 
ATTj131175                replicationMailMsgSize 
ATTj131421                replicationStagger 
ATTj1499017466            msExchResolveP2 
ATTm1499017458            msExchRoutingETRNDomains 
ATTi1499006119            msExchSchedPlusAGOnly 
ATTi1499006118            msExchSchedPlusFullUpdate 
ATTb1499006120            msExchSchedPlusSchedist 
ATTk1499009980            msExchSecurityPassword 
ATTm1499017461            msExchServerBindingsTurflist 
ATTi1499017465            msExchSmtpEnableEXPN 
ATTi1499017464            msExchSmtpEnableVRFY 
ATTm1499017459            msExchSmtpTRNSmartHost 
ATTj131142                trustLevel 
ATTm1499017463            msExchTurfListAction 
ATTm1499017462            msExchTurfListNames 
ATTi1191281264            msExchVPIMConvertInbound 
ATTi1191281265            msExchVPIMConvertOutbound 
ATTj788956028             msExchProxyGenOptions 
ATTm590710                purportedSearch 
ATTm788956048             msExchAdmins 
ATTi1499016015            msExchAllowEnhancedSecurity 
ATTi1499016013            msExchDatabaseBeingRestored 
ATTi1499016012            msExchDatabaseCreated 
ATTi1499005027            msExchEnableInternalEvaluator 
ATTk788956046             msExchEncryptedPassword 
ATTk788956049             msExchEncryptedPassword2 
ATTp1499009985            msExchLogonACL 
ATTk788956051             msExchMailboxManagerActivationSchedule 
ATTj788956052             msExchMailboxManagerActivationStyle 
ATTj788956061             msExchMailboxManagerAdminMode 
ATTj788956065             msExchMailboxManagerAgeLimit 
ATTi788956054             msExchMailboxManagerCustomMessage 
ATTm788956062             msExchMailboxManagerFolderSettings 
ATTm788956058             msExchMailboxManagerKeepMessageClasses 
ATTj788956059             msExchMailboxManagerMode 
ATTb788956060             msExchMailboxManagerReportRecipient 
ATTi788956053             msExchMailboxManagerSendUserNotificationMail 
ATTj788956064             msExchMailboxManagerSizeLimit 
ATTi788956063             msExchMailboxManagerSizeLimitEnabled 
ATTm788956056             msExchMailboxManagerUserMessageBody 
ATTm788956057             msExchMailboxManagerUserMessageFooter 
ATTm788956055             msExchMailboxManagerUserMessageHeader 
ATTb1499009983            msExchMessageJournalRecipient 
ATTj788956044             msExchMonitoringMode 
ATTj788956041             msExchMonitoringNotificationRate 
ATTm788956042             msExchMonitoringPollingRate 
ATTm788956043             msExchMonitoringResources 
ATTm788956068             msExchNonAuthoritativeDomains 
ATTi1499016014            msExchPatchMDB 
ATTr1499005017            msExchProcessedSids 
ATTb1499005019            msExchSearchBase 
ATTj1499005020            msExchSearchScope 
ATTm788956067             msExchServerGlobalGroups 
ATTb788956039             msExchServerGroups 
ATTb788956066             msExchServerLocalGroups 
ATTk788956047             msExchServerPublicKey 
ATTm1499009984            msExchSmtpExternalDNSServers 
ATTj1499009982            msExchTurfListOptions 
ATTm1376259               mail 
ATTj1499016016            msExchDisableUDGConversion 
ATTm788956073             msExchDomainGlobalGroupGuid 
ATTm788956075             msExchDomainGlobalGroupSid 
ATTm788956072             msExchDomainLocalGroupGuid 
ATTm788956074             msExchDomainLocalGroupSid 
ATTm1499005028            msExchPfCreation 
ATTm1499006930            msExchSecureBindings 
ATTm1499006929            msExchServerBindings 
ATTm1376258               textEncodedORAddress 
ATTj1499005971            msExchCalConClientWait 
ATTm1499005970            msExchCalConProviders 
ATTj1499005968            msExchCalConQueryWindow 
ATTj1499005969            msExchCalConRefreshInterval 
ATTm1499005972            msExchCalConTargetSiteDN 
ATTm1499005973            msExchGWiseAPIGateway 
ATTj594885                msExchAuthMailDisposition 
ATTj1499019939            msExchAuthorizationPersistence 
ATTm1499005992            msExchBarMessageClass 
ATTj1499012977            msExchChatMaxConnectionsPerIP 
ATTj1499012978            msExchChatMaxOctetsToMask 
ATTm1499019938            msExchDefaultLoadFile 
ATTb1499017471            msExchDynamicDLBaseDN 
ATTm1499017472            msExchDynamicDLFilter 
ATTk1499019937            msExchEncryptedAnonymousPassword 
ATTj1499016018            msExchFolderAffinityCustom 
ATTm1499016017            msExchFolderAffinityList 
ATTj1499016023            msExchMaxRestoreStorageGroups 
ATTb1499016021            msExchOrigMDB 
ATTj1499006945            msExchOtherAuthenticationFlags 
ATTb1499016022            msExchPreferredBackfillSource 
ATTm1499009998            msExchRecipTurfListNames 
ATTj1499009999            msExchRecipTurfListOptions 
ATTm1499006946            msExchSASLMechanisms 
ATTm1499010000            msExchServerBindingsFiltering 
ATTk1499009992            msExchSmtpConnectionRulesPriority 
ATTm1499009993            msExchSmtpConnectionTurfListDisplay 
ATTm1499009995            msExchSmtpConnectionTurfListDNS 
ATTm1499009997            msExchSmtpConnectionTurfListMask 
ATTj1499009994            msExchSmtpConnectionTurfListOptions 
ATTm1499009996            msExchSmtpConnectionTurfListResponse 
ATTm1499009991            msExchSmtpConnectionWhitelist 
ATTp594884                msExchSubmitRelaySD 
ATTm131203                co 
ATTm1499019940            msExchBackEndVDirURL 
ATTm1613103243            msExchOmaCarrierAddress 
ATTm1613103249            msExchOmaCarrierType 
ATTm1613103250            msExchOmaCarrierUrl 
ATTm1613103241            msExchOmaConfiguration 
ATTm1613103248            msExchOmaDeliverer 
ATTb1613103242            msExchOmaDeliveryProviderDN 
ATTb1613103237            msExchOmaDeviceCapabilityDN 
ATTm1613103247            msExchOmaExtendedProperties 
ATTm1613103239            msExchOmaFormatter 
ATTm1613103240            msExchOmaTranslator 
ATTm1613103238            msExchOmaValidater 
ATTi1499016020            msExchRestore 
ATTm1499005040            msExchAddressListOU 
ATTj1499016024            msExchESEParamCachedClosedTables 
ATTj788956077             msExchMinAdminVersion 
ATTk1499010001            msExchSMTPGlobalIPAcceptList 
ATTk1499010002            msExchSMTPGlobalIPDenyList 
ATTm1499017529            msExchUceBlockThreshold 
ATTj1499017528            msExchUceEnabled 
ATTj1499017530            msExchUceStoreActionThreshold 
ATTk591161                mSMQUserSid 
ATTm591262                msPKI-RA-Policies 
ATTj591253                msPKI-RA-Signature 
ATTj591254                msPKI-Enrollment-Flag 
ATTj591255                msPKI-Private-Key-Flag 
ATTj591257                msPKI-Minimal-Key-Size 
ATTm591263                msPKI-Certificate-Policy 
ATTm591261                msPKI-Supersede-Templates 
ATTj591256                msPKI-Certificate-Name-Flag 
ATTj591258                msPKI-Template-Schema-Version 
ATTj591259                msPKI-Template-Minor-Revision 
ATTk591264                msDs-Schema-Extensions 
ATTm591451                msWMI-ID 
ATTm591462                msWMI-Mof 
ATTm591463                msWMI-Name 
ATTm591466                msWMI-Query 
ATTj591454                msWMI-IntMin 
ATTj591453                msWMI-IntMax 
ATTm591447                msWMI-Author 
ATTq591458                msWMI-Int8Min 
ATTq591457                msWMI-Int8Max 
ATTk591252                msCOM-ObjectId 
ATTm591448                msWMI-ChangeDate 
ATTj591452                msWMI-IntDefault 
ATTm591472                msWMI-TargetPath 
ATTm591473                msWMI-TargetType 
ATTq591456                msWMI-Int8Default 
ATTm591469                msWMI-TargetClass 
ATTm591450                msWMI-CreationDate 
ATTk591471                msWMI-TargetObject 
ATTm591465                msWMI-PropertyName 
ATTm591467                msWMI-QueryLanguage 
ATTm591460                msWMI-StringDefault 
ATTj591455                msWMI-IntValidValues 
ATTq591459                msWMI-Int8ValidValues 
ATTm591470                msWMI-TargetNameSpace 
ATTm591449                msWMI-ClassDefinition 
ATTm591464                msWMI-NormalizedClass 
ATTm591461                msWMI-StringValidValues 
ATTm591468                msWMI-SourceOrganization 
ATTb591251                msCOM-DefaultPartitionLink 
ATTm591506                msWMI-Parm1 
ATTm591507                msWMI-Parm2 
ATTm591508                msWMI-Parm3 
ATTm591509                msWMI-Parm4 
ATTm591500                msWMI-Class 
ATTj591501                msWMI-Genus 
ATTm591518                gPCWQLFilter 
ATTm591511                extraColumns 
ATTj591502                msWMI-intFlags1 
ATTj591503                msWMI-intFlags2 
ATTj591504                msWMI-intFlags3 
ATTj591505                msWMI-intFlags4 
ATTm591510                msWMI-ScopeGuid 
ATTj591495                msPKI-OID-Attribute 
ATTm591516                msFRS-Topology-Pref 
ATTm591499                msPKI-RA-Application-Policies 
ATTm591514                adminMultiselectPropertyPages 
ATTm591512                msDS-Security-Group-Extra-Classes 
ATTm591498                msPKI-Certificate-Application-Policy 
ATTm591513                msDS-Non-Security-Group-Extra-Classes 
ATTm591519                msMQ-Recipient-FormatName 
ATTm591525                msTAPI-IpAddress 
ATTm591523                msTAPI-ProtocolId 
ATTk591524                msTAPI-ConferenceBlob 
ATTm591522                msTAPI-uid 
ATTm591527                msDS-FilterContainers 
ATTm591536                msPKI-OIDLocalizedName 
ATTm1376257               uid 
ATTk1376311               audio 
ATTk1376263               photo 
ATTk1376316               jpegPhoto 
ATTb1376277               secretary 
ATTk1442008               userPKCS12 
ATTm1441793               carLicense 
ATTm1900601               labeledURI 
ATTm1376262               roomNumber 
ATTb50                    uniqueMember 
ATTm1441794               departmentNumber 
ATTf1966082               unstructuredName 
ATTm1441831               preferredLanguage 
ATTk45                    x500uniqueIdentifier 
ATTm1966088               unstructuredAddress 
ATTk58                    attributeCertificateAttribute 
ATTj589981                serverRole 
ATTi591604                hideFromAB 
ATTm591609                msIIS-FTPRoot 
ATTm591610                msIIS-FTPDir 
ATTf590528                dhcpServers 
ATTm131682                employeeNumber 
ATTm131685                employeeType 
ATTm591640                msDS-AzClassId 
ATTm591625                msDS-AzBizRule 
ATTm591623                msDS-AzScopeName 
ATTj591624                msDS-AzOperationID 
ATTj591619                msDS-AzDomainTimeout 
ATTj591621                msDS-AzScriptTimeout 
ATTi591629                msDS-AzGenerateAudits 
ATTm591643                msDS-AzApplicationData 
ATTm591622                msDS-AzApplicationName 
ATTm591626                msDS-AzBizRuleLanguage 
ATTm591641                msDS-AzApplicationVersion 
ATTj591620                msDS-AzScriptEngineCacheMax 
ATTi591642                msDS-AzTaskIsRoleDefinition 
ATTm591627                msDS-AzLastImportedBizRulePath 
ATTm591647                msieee80211-ID 
ATTk591645                msieee80211-Data 
ATTj591646                msieee80211-DataType 
ATTj591648                msDS-AzMajorVersion 
ATTj591649                msDS-AzMinorVersion 
ATTm1376265               host 
ATTm1376261               drink 
ATTm1376264               userClass 
ATTj591659                msDS-Integer 
ATTm1376304               buildingName 
ATTl591656                msDS-DateTime 
ATTm1376268               documentTitle 
ATTk591655                msDS-ByteArray 
ATTb1376294               associatedName 
ATTb1376270               documentAuthor 
ATTm51                    houseIdentifier 
ATTm1376269               documentVersion 
ATTm591657                msDS-ExternalKey 
ATTf1376293               associatedDomain 
ATTm1376271               documentLocation 
ATTm1376300               uniqueIdentifier 
ATTm1376312               documentPublisher 
ATTm591658                msDS-ExternalStore 
ATTm1376267               documentIdentifier 
ATTm1376301               organizationalStatus 
ATTk36                    userCertificate 
ATTk39                    certificateRevocationList 
ATTk38                    authorityRevocationList 
ATTk590507                cRLPartitionedRevocationList 
ATTk53                    deltaRevocationList 
ATTk40                    crossCertificatePair 
ATTm591496                msPKI-OID-CPS 
ATTm591497                msPKI-OID-User-Notice 
ATTk1310860               userSMIMECertificate 
ATTm591521                msDS-Settings 
