ATTm591131                accountNameHistory 
ATTm591778                ms-net-ieee-8023-GP-PolicyGUID 
ATTj2293791               msDFSR-MaxAgeInCacheInMin 
ATTm591776                ms-net-ieee-80211-GP-PolicyData 
ATTm591775                ms-net-ieee-80211-GP-PolicyGUID 
ATTj2293790               msDFSR-MinDurationCacheInMin 
ATTk591780                ms-net-ieee-8023-GP-PolicyReserved 
ATTk591777                ms-net-ieee-80211-GP-PolicyReserved 
ATTq2293764               msDFSR-RootSizeInMb 
ATTi590943                msNPAllowDialin 
ATTf590948                msNPCallingStationID 
ATTf590954                msNPSavedCallingStationID 
ATTf590969                msRADIUSCallbackNumber 
ATTj590977                msRADIUSFramedIPAddress 
ATTf590982                msRADIUSFramedRoute 
ATTj590995                msRADIUSServiceType 
ATTf591013                msRASSavedCallbackNumber 
ATTj591014                msRASSavedFramedIPAddress 
ATTf591015                msRASSavedFramedRoute 
ATTf591737                msRADIUS-FramedInterfaceId 
ATTf591738                msRADIUS-SavedFramedInterfaceId 
ATTf591739                msRADIUS-FramedIpv6Prefix 
ATTf591740                msRADIUS-SavedFramedIpv6Prefix 
ATTf591741                msRADIUS-FramedIpv6Route 
ATTf591742                msRADIUS-SavedFramedIpv6Route 
ATTm2293796               msDFSR-OnDemandExclusionDirectoryFilter 
ATTm2293794               msDFSR-DefaultCompressionExclusionFilter 
ATTm591802                msTSHomeDrive 
ATTm591815                msTSProperty01 
ATTm591816                msTSProperty02 
ATTi591803                msTSAllowLogon 
ATTj2293797               msDFSR-Options2 
ATTm591800                msTSProfilePath 
ATTj591807                msTSMaxIdleTime 
ATTm591801                msTSHomeDirectory 
ATTj591804                msTSRemoteControl 
ATTm591813                msTSWorkDirectory 
ATTm591814                msTSInitialProgram 
ATTj591806                msTSMaxConnectionTime 
ATTi591808                msTSReconnectionAction 
ATTi591810                msTSConnectClientDrives 
ATTm2293798               msDFSR-CommonStagingPath 
ATTj591805                msTSMaxDisconnectionTime 
ATTi591812                msTSDefaultToMainPrinter 
ATTi591811                msTSConnectPrinterDrives 
ATTi591809                msTSBrokenConnectionAction 
ATTi2293792               msDFSR-DisablePacketPrivacy 
ATTq2293799               msDFSR-CommonStagingSizeInMb 
ATTm2293795               msDFSR-OnDemandExclusionFileFilter 
ATTj2293800               msDFSR-StagingCleanupTriggerInPercent 
ATTm591818                msTSLicenseVersion 
ATTm591819                msTSManagingLS 
ATTk590709                terminalServer 
ATTm591826                msTSManagingLS2 
ATTm591829                msTSManagingLS3 
ATTm591832                msTSManagingLS4 
ATTl591824                msTSExpireDate2 
ATTl591827                msTSExpireDate3 
ATTl591830                msTSExpireDate4 
ATTm591833                msTSLSProperty01 
ATTm591834                msTSLSProperty02 
ATTm591825                msTSLicenseVersion2 
ATTm591828                msTSLicenseVersion3 
ATTm591831                msTSLicenseVersion4 
ATTm12                    title 
ATTm591788                msFVE-RecoveryPassword 
ATTm591790                msTPM-OwnerInformation 
ATTk591823                msFVE-KeyPackage 
ATTk1441827               thumbnailPhoto 
ATTm591703                msDS-SourceObjectDN 
ATTq589983                accountExpires 
ATTm131328                streetAddress 
ATTb591068                addressBookRoots 
ATTk131396                addressEntryDisplayTable 
ATTk131472                addressEntryDisplayTableMSDOS 
ATTk131327                addressSyntax 
ATTe131422                addressType 
ATTj589974                adminCount 
ATTm131266                adminDisplayName 
ATTm590691                altSecurityIdentities 
ATTc131102                attributeID 
ATTk589973                attributeSecurityGUID 
ATTc131104                attributeSyntax 
ATTk590026                auditingPolicy 
ATTj589835                authenticationOptions 
ATTc131423                auxiliaryClass 
ATTq589873                badPasswordTime 
ATTj589836                badPwdCount 
ATTj589840                codePage 
ATTm3                     cn 
ATTj131207                cost 
ATTj589849                countryCode 
ATTm6                     c 
ATTq589850                creationTime 
ATTk589851                currentValue 
ATTk589879                dBCSPwd 
ATTi590342                defaultHidingValue 
ATTb590607                defaultObjectCategory 
ATTm590048                defaultSecurityDescriptor 
ATTm13                    description 
ATTm131085                displayName 
ATTf131425                displayNamePrintable 
ATTb131108                dMDLocation 
ATTb591066                dNReferenceUpdate 
ATTm590443                dNSHostName 
ATTm589852                dnsRoot 
ATTm1376281               dc 
ATTb590296                domainCrossRef 
ATTm589982                domainReplica 
ATTl591181                dSCorePropagationData 
ATTm131284                dSHeuristics 
ATTk131146                dSASignature 
ATTk590092                eFSPolicy 
ATTi131629                Enabled 
ATTi589860                enabledConnection 
ATTi131452                extendedCharsAllowed 
ATTm590335                flatName 
ATTq589863                forceLogoff 
ATTb589864                fromServer 
ATTb590193                fSMORoleOwner 
ATTj131373                garbageCollPeriod 
ATTm42                    givenName 
ATTb591069                globalAddressList 
ATTc131094                governsID 
ATTj590574                groupType 
ATTk131474                helpData16 
ATTk131081                helpData32 
ATTm131399                helpFileName 
ATTm589868                homeDirectory 
ATTm589869                homeDrive 
ATTm590363                initialAuthIncoming 
ATTm590364                initialAuthOutgoing 
ATTj131073                instanceType 
ATTj591072                interSiteTopologyFailover 
ATTb591070                interSiteTopologyGenerator 
ATTj591071                interSiteTopologyRenew 
ATTk131187                invocationId 
ATTi590692                isCriticalSystemObject 
ATTi590485                isDefunct 
ATTi131120                isDeleted 
ATTi590463                isMemberOfPartialAttributeSet 
ATTi131105                isSingleValued 
ATTm589872                keywords 
ATTb590605                lastKnownParent 
ATTq589875                lastLogoff 
ATTq589876                lastLogon 
ATTq589877                lastSetTime 
ATTm590667                lDAPAdminLimits 
ATTm131532                lDAPDisplayName 
ATTk590668                lDAPIPDenyList 
ATTe590479                legacyExchangeDN 
ATTj131122                linkID 
ATTk589984                lmPwdHistory 
ATTj589880                localPolicyFlags 
ATTm7                     l 
ATTq589885                lockOutObservationWindow 
ATTq589884                lockoutDuration 
ATTj589897                lockoutThreshold 
ATTq590486                lockoutTime 
ATTk1441828               thumbnailLogo 
ATTj589993                logonCount 
ATTk589888                logonHours 
ATTj589895                machineRole 
ATTj131121                mAPIID 
ATTq589898                maxPwdAge 
ATTq589899                maxRenewAge 
ATTq589901                maxTicketAge 
ATTc131097                mayContain 
ATTq589902                minPwdAge 
ATTj589903                minPwdLength 
ATTq589904                minTicketAge 
ATTq589992                modifiedCount 
ATTq589905                modifiedCountAtLastProm 
ATTm591541                msDS-AdditionalDnsHostName 
ATTm591542                msDS-AdditionalSamAccountName 
ATTj591613                msDS-AllUsersTrustQuota 
ATTm591534                msDS-AllowedDNSSuffixes 
ATTm591611                msDS-AllowedToDelegateTo 
ATTm591616                msDS-AzLDAPQuery 
ATTj591283                msDS-Behavior-Version 
ATTk591265                msDS-Cached-Membership 
ATTq591266                msDS-Cached-Membership-Time-Stamp 
ATTr591234                mS-DS-CreatorSID 
ATTj591670                msDS-DefaultQuota 
ATTm591543                msDS-DnsRootAlias 
ATTl591446                msDS-Entry-Time-To-Die 
ATTk591607                msDS-ExecuteScriptPassword 
ATTj591540                msDS-IntId 
ATTj591608                msDS-LogonTimeSyncInterval 
ATTq591835                msDS-MaximumPasswordAge 
ATTq591836                msDS-MinimumPasswordAge 
ATTj591837                msDS-MinimumPasswordLength 
ATTj591838                msDS-PasswordHistoryLength 
ATTi591839                msDS-PasswordComplexityEnabled 
ATTi591840                msDS-PasswordReversibleEncryptionEnabled 
ATTq591841                msDS-LockoutObservationWindow 
ATTq591842                msDS-LockoutDuration 
ATTj591843                msDS-LockoutThreshold 
ATTj591847                msDS-PasswordSettingsPrecedence 
ATTj591848                msDS-NcType 
ATTj591787                msDS-SupportedEncryptionTypes 
ATTk591526                msDS-TrustForestTrustInfo 
ATTj591671                msDS-TombstoneQuotaFactor 
ATTj591235                ms-DS-MachineAccountQuota 
ATTm591445                msDS-Other-Settings 
ATTj591669                msDS-QuotaAmount 
ATTr591668                msDS-QuotaTrustee 
ATTj591612                msDS-PerUserTrustQuota 
ATTj591614                msDS-PerUserTrustTombstonesQuota 
ATTb591268                msDS-Preferred-GC-Site 
ATTh591232                mS-DS-ReplicatesNCReason 
ATTj591487                msDS-Replication-Notify-First-DSA-Delay 
ATTj591488                msDS-Replication-Notify-Subsequent-DSA-Delay 
ATTj591544                msDS-ReplicationEpoch 
ATTk591650                msDS-RetiredReplNCSignatures 
ATTk591267                msDS-Site-Affinity 
ATTm591539                msDS-SPNSuffixes 
ATTm591545                msDS-UpdateScript 
ATTj591753                msDS-SecondaryKrbTgtNumber 
ATTq591794                msDS-LastSuccessfulInteractiveLogonTime 
ATTq591795                msDS-LastFailedInteractiveLogonTime 
ATTj591796                msDS-FailedInteractiveLogonCount 
ATTj591797                msDS-FailedInteractiveLogonCountAtLastSuccessfulLogon 
ATTk590749                mSMQOwnerID 
ATTc131096                mustContain 
ATTb131088                nCName 
ATTm589911                nETBIOSName 
ATTj589912                nextRid 
ATTj590181                nTMixedDomain 
ATTk589918                ntPwdHistory 
ATTp131353                nTSecurityDescriptor 
ATTb49                    distinguishedName 
ATTb590606                objectCategory 
ATTc0                     objectClass 
ATTj131442                objectClassCategory 
ATTk589826                objectGUID 
ATTr589970                objectSid 
ATTj131148                objectVersion 
ATTm589975                oEMInformation 
ATTk131290                oMObjectClass 
ATTj131303                oMSyntax 
ATTm590187                operatingSystem 
ATTm590189                operatingSystemServicePack 
ATTm590188                operatingSystemVersion 
ATTj589968                operatorCount 
ATTj590131                options 
ATTm10                    o 
ATTm11                    ou 
ATTh591183                otherWellKnownObjects 
ATTk590487                partialAttributeDeletionList 
ATTk590464                partialAttributeSet 
ATTk590689                pekList 
ATTc131080                possSuperiors 
ATTk590362                prefixMap 
ATTj589922                primaryGroupID 
ATTq589923                priorSetTime 
ATTk589924                priorValue 
ATTk589925                privateKey 
ATTm589963                profilePath 
ATTh591073                proxiedObjectName 
ATTm131282                proxyAddresses 
ATTq589927                proxyLifetime 
ATTj589919                pwdHistoryLength 
ATTq589920                pwdLastSet 
ATTj589917                pwdProperties 
ATTj131106                rangeLower 
ATTj131107                rangeUpper 
ATTm589825                name 
ATTc131098                rDNAttID 
ATTk589827                replPropertyMetaData 
ATTj590501                replTopologyStayOfExecution 
ATTk589828                replUpToDateVector 
ATTj591160                replInterval 
ATTk131163                repsFrom 
ATTk131155                repsTo 
ATTk590497                retiredReplDSASignatures 
ATTj589969                revision 
ATTj589977                rid 
ATTq590195                rIDAllocationPool 
ATTq590194                rIDAvailablePool 
ATTb590192                rIDManagerReference 
ATTj590198                rIDNextRID 
ATTq590196                rIDPreviousAllocationPool 
ATTq590197                rIDUsedPool 
ATTm590164                rightsGuid 
ATTb590498                rootTrust 
ATTm590045                sAMAccountName 
ATTj590126                sAMAccountType 
ATTk591793                samDomainUpdates 
ATTk590035                schedule 
ATTk589972                schemaIDGUID 
ATTk591182                schemaInfo 
ATTm589886                scriptPath 
ATTj131406                searchFlags 
ATTr589945                securityIdentifier 
ATTm590047                serverName 
ATTj589978                serverState 
ATTm590595                servicePrincipalName 
ATTb590468                showInAddressBook 
ATTi131241                showInAdvancedViewOnly 
ATTr590433                sIDHistory 
ATTm590610                mailAddress 
ATTm591171                sPNMappings 
ATTm8                     st 
ATTm9                     street 
ATTc131093                subClassOf 
ATTb131079                subRefs 
ATTm590356                superiorDNSRoot 
ATTk589949                supplementalCredentials 
ATTm4                     sn 
ATTc590022                systemAuxiliaryClass 
ATTj590199                systemFlags 
ATTc590020                systemMayContain 
ATTc590021                systemMustContain 
ATTi589994                systemOnly 
ATTc590019                systemPossSuperiors 
ATTb591170                templateRoots 
ATTj131126                tombstoneLifetime 
ATTc590719                transportAddressAttribute 
ATTm590613                transportDLLName 
ATTb590615                transportType 
ATTj590294                trustAttributes 
ATTk589953                trustAuthIncoming 
ATTk589959                trustAuthOutgoing 
ATTj589956                trustDirection 
ATTb590295                trustParent 
ATTm589957                trustPartner 
ATTj589958                trustPosixOffset 
ATTj589960                trustType 
ATTj589979                uASCompat 
ATTk589914                unicodePwd 
ATTm590714                uPNSuffixes 
ATTj589832                userAccountControl 
ATTm589980                comment 
ATTm589962                userParameters 
ATTk35                    userPassword 
ATTm590480                userPrincipalName 
ATTm589910                userWorkstations 
ATTq131192                uSNChanged 
ATTq131091                uSNCreated 
ATTq131339                uSNDSALastObjRemoved 
ATTq131193                uSNLastObjRem 
ATTj591180                validAccesses 
ATTh590442                wellKnownObjects 
ATTl131075                whenChanged 
ATTl131074                whenCreated 
ATTj589944                schemaFlagsEx 
ATTj591854                msDFS-SchemaMajorVersion 
ATTj591855                msDFS-SchemaMinorVersion 
ATTk591856                msDFS-GenerationGUIDv2 
ATTk591857                msDFS-NamespaceIdentityGUIDv2 
ATTl591858                msDFS-LastModifiedv2 
ATTj591859                msDFS-Ttlv2 
ATTm591860                msDFS-Commentv2 
ATTm591861                msDFS-Propertiesv2 
ATTk591862                msDFS-TargetListv2 
ATTm591863                msDFS-LinkPathv2 
ATTp591864                msDFS-LinkSecurityDescriptorv2 
ATTk591865                msDFS-LinkIdentityGUIDv2 
ATTm591866                msDFS-ShortNameLinkPathv2 
ATTl591817                msTSExpireDate 
ATTq591879                msDS-USNLastSyncSuccess 
ATTi591882                isRecycled 
ATTk591886                msDS-OptionalFeatureGUID 
ATTm591878                msImaging-PSPString 
ATTk591877                msImaging-PSPIdentifier 
ATTj591890                msDS-RequiredDomainBehaviorVersion 
ATTj591903                msDS-RequiredForestBehaviorVersion 
ATTm591891                msDS-LastKnownRDN 
ATTj591892                msDS-DeletedObjectLifetime 
ATTj591887                msDS-OptionalFeatureFlags 
ATTm591900                msPKI-Enrollment-Servers 
ATTm591901                msPKI-Site-Name 
ATTm591894                msTSEndpointData 
ATTj591895                msTSEndpointType 
ATTm591896                msTSEndpointPlugin 
ATTm591260                msPKI-Cert-Template-OID 
ATTq591922                msDS-ClaimValueType 
ATTm591921                msDS-ClaimPossibleValues 
ATTb591923                msDS-ClaimAttributeSource 
ATTi591919                msDS-IsUsedAsResourceSecurityAttribute 
ATTk591906                msSPP-KMSIds 
ATTm591929                msSPP-CSVLKPid 
ATTk591905                msSPP-CSVLKSkuId 
ATTk591910                msSPP-PhoneLicense 
ATTk591911                msSPP-ConfigLicense 
ATTk591909                msSPP-OnlineLicense 
ATTm591908                msSPP-ConfirmationId 
ATTm591907                msSPP-InstallationId 
ATTk591912                msSPP-IssuanceLicense 
ATTm591930                msSPP-CSVLKPartialProductKey 
ATTk591931                msTPM-SrkPubThumbprint 
ATTm591932                msTPM-OwnerInformationTemp 
ATTi591954                msDNS-IsSigned 
ATTi591956                msDNS-NSEC3OptOut 
ATTk591968                msDNS-SigningKeys 
ATTi591955                msDNS-SignWithNSEC3 
ATTm591972                msDNS-NSEC3UserSalt 
ATTk591969                msDNS-DNSKEYRecords 
ATTj591964                msDNS-DSRecordSetTTL 
ATTm591952                msDNS-KeymasterZones 
ATTj591962                msDNS-NSEC3Iterations 
ATTj591971                msDNS-PropagationTime 
ATTm591973                msDNS-NSEC3CurrentSalt 
ATTi591959                msDNS-RFC5011KeyRollovers 
ATTj591960                msDNS-NSEC3HashAlgorithm 
ATTj591958                msDNS-DSRecordAlgorithms 
ATTj591963                msDNS-DNSKEYRecordSetTTL 
ATTj591957                msDNS-MaintainTrustAnchor 
ATTj591961                msDNS-NSEC3RandomSaltLength 
ATTk591967                msDNS-SigningKeyDescriptors 
ATTj591965                msDNS-SignatureInceptionOffset 
ATTi591970                msDNS-ParentHasSecureDelegation 
ATTj591966                msDNS-SecureDelegationPollingPeriod 
ATTm591981                msDS-ClaimSource 
ATTm591975                msAuthz-ProposedSecurityPolicy 
ATTm591982                msDS-ClaimSourceType 
ATTm591974                msAuthz-EffectiveSecurityPolicy 
ATTi591984                msDS-ClaimIsSingleValued 
ATTm591976                msAuthz-LastEffectiveSecurityPolicy 
ATTm591977                msAuthz-ResourceCondition 
ATTi591983                msDS-ClaimIsValueSpaceRestricted 
ATTr591978                msAuthz-CentralAccessPolicyID 
ATTk591990                msDS-GenerationId 
ATTj592000                msKds-Version 
ATTb592001                msKds-DomainID 
ATTk591994                msKds-KDFParam 
ATTq592003                msKds-CreateTime 
ATTk591999                msKds-RootKeyData 
ATTq592002                msKds-UseStartTime 
ATTm592005                msImaging-HashAlgorithm 
ATTm591993                msKds-KDFAlgorithmID 
ATTk592004                msImaging-ThumbprintHash 
ATTj591997                msKds-PublicKeyLength 
ATTj591998                msKds-PrivateKeyLength 
ATTk591996                msKds-SecretAgreementParam 
ATTm591995                msKds-SecretAgreementAlgorithmID 
ATTi592010                msDS-IsPossibleValuesPresent 
ATTm592013                msDS-TransformationRules 
ATTm592019                msDS-AppliesToResourceTypes 
ATTk592014                msDS-TransformationRulesCompiled 
ATTk592021                msDS-ManagedPasswordId 
ATTp592024                msDS-GroupMSAMembership 
ATTq592007                msDS-GeoCoordinatesAltitude 
ATTq592008                msDS-GeoCoordinatesLatitude 
ATTq592009                msDS-GeoCoordinatesLongitude 
ATTj592023                msDS-ManagedPasswordInterval 
ATTk592022                msDS-ManagedPasswordPreviousId 
ATTi592037                msDS-RIDPoolAllocationEnabled 
ATTb590493                rIDSetReferences 
ATTk592058                netbootDUID 
ATTm592038                msDS-cloudExtensionAttribute1 
ATTm592039                msDS-cloudExtensionAttribute2 
ATTm592040                msDS-cloudExtensionAttribute3 
ATTm592041                msDS-cloudExtensionAttribute4 
ATTm592042                msDS-cloudExtensionAttribute5 
ATTm592043                msDS-cloudExtensionAttribute6 
ATTm592044                msDS-cloudExtensionAttribute7 
ATTm592045                msDS-cloudExtensionAttribute8 
ATTm592046                msDS-cloudExtensionAttribute9 
ATTm592047                msDS-cloudExtensionAttribute10 
ATTm592048                msDS-cloudExtensionAttribute11 
ATTm592049                msDS-cloudExtensionAttribute12 
ATTm592050                msDS-cloudExtensionAttribute13 
ATTm592051                msDS-cloudExtensionAttribute14 
ATTm592052                msDS-cloudExtensionAttribute15 
ATTm592053                msDS-cloudExtensionAttribute16 
ATTm592054                msDS-cloudExtensionAttribute17 
ATTm592055                msDS-cloudExtensionAttribute18 
ATTm592056                msDS-cloudExtensionAttribute19 
ATTm592057                msDS-cloudExtensionAttribute20 
ATTp592006                msDS-AllowedToActOnBehalfOfOtherIdentity 
ATTj591821                msDS-HABSeniorityIndex 
ATTm591767                msDS-PhoneticLastName 
ATTm591766                msDS-PhoneticFirstName 
ATTm591768                msDS-PhoneticDepartment 
ATTm591770                msDS-PhoneticDisplayName 
ATTm591769                msDS-PhoneticCompanyName 
ATTk591822                msFVE-VolumeGuid 
ATTk591789                msFVE-RecoveryGuid 
ATTq591520                lastLogonTimestamp 
ATTk591716                msPKIRoamingTimeStamp 
ATTj592065                msDS-RegistrationQuota 
ATTj592066                msDS-MaximumRegistrationInactivityPeriod 
ATTi592072                msDS-IsEnabled 
ATTk592076                msDS-DeviceID 
ATTb592085                msDS-DeviceLocation 
ATTk592082                msDS-RegisteredOwner 
ATTk592087                msDS-RegisteredUsers 
ATTq592086                msDS-ApproximateLastLogonTimeStamp 
ATTj592081                msDS-DeviceObjectVersion 
ATTm592073                msDS-DeviceOSType 
ATTm592075                msDS-DevicePhysicalIDs 
ATTk592093                msDS-IssuerPublicCertificates 
ATTk592064                msDS-IssuerCertificates 
ATTi592094                msDS-IsManaged 
ATTi592095                msDS-CloudIsManaged 
ATTk592097                msDS-CloudAnchor 
ATTk592098                msDS-CloudIssuerPublicCertificates 
ATTi592099                msDS-CloudIsEnabled 
ATTm592100                msDS-SyncServerUrl 
ATTm592089                msDS-DrsFarmID 
ATTk592101                msDS-UserAllowedToAuthenticateTo 
ATTk592102                msDS-UserAllowedToAuthenticateFrom 
ATTq592103                msDS-UserTGTLifetime 
ATTk592104                msDS-ComputerAllowedToAuthenticateTo 
ATTq592105                msDS-ComputerTGTLifetime 
ATTk592106                msDS-ServiceAllowedToAuthenticateTo 
ATTk592107                msDS-ServiceAllowedToAuthenticateFrom 
ATTq592108                msDS-ServiceTGTLifetime 
ATTi592121                msDS-AuthNPolicyEnforced 
ATTi592122                msDS-AuthNPolicySiloEnforced 
ATTm592132                msDS-DeviceMDMStatus 
ATTm592074                msDS-DeviceOSVersion 
ATTm592134                msDS-ExternalDirectoryObjectId 
ATTi592138                msDS-IsCompliant 
ATTj592149                msDS-DeviceTrustType 
ATTr592148                msDS-ShadowPrincipalSid 
ATTk592139                msDS-KeyId 
ATTk592140                msDS-KeyMaterial 
ATTm592141                msDS-KeyUsage 
ATTm592144                msDS-DeviceDN 
ATTr592145                msDS-ComputerSID 
ATTk592146                msDS-CustomKeyInformation 
ATTq592147                msDS-KeyApproximateLastLogonTimeStamp 
ATTi592168                msDS-ExpirePasswordsOnSmartCardOnlyAccounts 
ATTi592172                msDS-UserAllowedNTLMNetworkAuthentication 
ATTi592173                msDS-ServiceAllowedNTLMNetworkAuthentication 
ATTj592174                msDS-StrongNTLMPolicy 
ATTm592176                msDS-SourceAnchor 
ATTm592177                msDS-ObjectSoa 
ATTm592190                msDS-preferredDataLocation 
